,SeriesID,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,Reporting Type,Observation Status,Impact Type,Bioclimatic Belt,ISOalpha3,Type,SeriesCode
732,1,Proportion of degraded mountain land,496,MNG,2018,532604.2033105938,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Montane,,Region,XXXX
733,1,Proportion of degraded mountain land,496,MNG,2018,6610.920089287225,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Montane,,Region,XXXX
2,1,Proportion of degraded mountain land,496,MNG,2018,540733.790043765,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Montane,,Region,XXXX
727,1,Proportion of degraded mountain land,496,MNG,2018,7.836328847303923,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Nival,,Region,XXXX
0,1,Proportion of degraded mountain land,496,MNG,2018,7.836328847303923,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Nival,,Region,XXXX
734,1,Proportion of degraded mountain land,496,MNG,2018,2923.995038597536,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
3,1,Proportion of degraded mountain land,496,MNG,2018,2923.995038597536,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,496,MNG,2018,1568.186392786718,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,496,MNG,2018,551698.9489464064,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,496,MNG,2018,6750.767731450001,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
760,1,Proportion of degraded mountain land,580,MNP,2015,35.301103290747534,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,580,MNP,2015,35.301103290747534,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,580,MNP,2015,35.301103290747534,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
736,1,Proportion of degraded mountain land,580,MNP,2018,35.301103290747534,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,580,MNP,2018,35.301103290747534,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,580,MNP,2018,35.301103290747534,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
762,1,Proportion of degraded mountain land,508,MOZ,2015,102.71185585542281,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Montane,,Region,XXXX
0,1,Proportion of degraded mountain land,508,MOZ,2015,102.71185585542281,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Montane,,Region,XXXX
763,1,Proportion of degraded mountain land,508,MOZ,2015,2063.906529582049,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
764,1,Proportion of degraded mountain land,508,MOZ,2015,141608.79593871,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
765,1,Proportion of degraded mountain land,508,MOZ,2015,2023.4730627695762,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
1,1,Proportion of degraded mountain land,508,MOZ,2015,145696.17553106163,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,508,MOZ,2015,2063.906529582049,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,508,MOZ,2015,141711.50779456543,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,508,MOZ,2015,2023.4730627695762,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
738,1,Proportion of degraded mountain land,508,MOZ,2018,98.23628994136028,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Montane,,Region,XXXX
739,1,Proportion of degraded mountain land,508,MOZ,2018,4.475565914062502,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Montane,,Region,XXXX
0,1,Proportion of degraded mountain land,508,MOZ,2018,102.71185585542278,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Montane,,Region,XXXX
740,1,Proportion of degraded mountain land,508,MOZ,2018,279.6076730805151,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
741,1,Proportion of degraded mountain land,508,MOZ,2018,144951.84563707653,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
742,1,Proportion of degraded mountain land,508,MOZ,2018,464.72222090404387,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
1,1,Proportion of degraded mountain land,508,MOZ,2018,145696.1755310611,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,508,MOZ,2018,279.6076730805151,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,508,MOZ,2018,145050.0819270179,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,508,MOZ,2018,469.19778681810635,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
767,1,Proportion of degraded mountain land,478,MRT,2015,20.20549348437501,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
768,1,Proportion of degraded mountain land,478,MRT,2015,6817.194379687259,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
769,1,Proportion of degraded mountain land,478,MRT,2015,56.68021734375,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,478,MRT,2015,6894.080090515385,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,478,MRT,2015,20.20549348437501,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,478,MRT,2015,6817.194379687259,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,478,MRT,2015,56.68021734375,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
744,1,Proportion of degraded mountain land,478,MRT,2018,2.0787184453125,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
745,1,Proportion of degraded mountain land,478,MRT,2018,6852.03003117163,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
746,1,Proportion of degraded mountain land,478,MRT,2018,39.97134089843751,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,478,MRT,2018,6894.08009051538,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,478,MRT,2018,2.0787184453125,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,478,MRT,2018,6852.03003117163,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,478,MRT,2018,39.97134089843751,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
771,1,Proportion of degraded mountain land,500,MSR,2015,31.140944043290432,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,500,MSR,2015,31.140944043290432,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,500,MSR,2015,31.140944043290432,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
748,1,Proportion of degraded mountain land,500,MSR,2018,31.140944043290432,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,500,MSR,2018,31.140944043290432,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,500,MSR,2018,31.140944043290432,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
773,1,Proportion of degraded mountain land,474,MTQ,2015,0.64340565625,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
774,1,Proportion of degraded mountain land,474,MTQ,2015,169.78538447971826,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,474,MTQ,2015,170.42879013596826,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,474,MTQ,2015,0.64340565625,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,474,MTQ,2015,169.78538447971826,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
750,1,Proportion of degraded mountain land,474,MTQ,2018,170.42879013596826,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,474,MTQ,2018,170.42879013596826,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,474,MTQ,2018,170.42879013596826,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
776,1,Proportion of degraded mountain land,480,MUS,2015,62.16751332031261,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
777,1,Proportion of degraded mountain land,480,MUS,2015,417.99294077049603,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
778,1,Proportion of degraded mountain land,480,MUS,2015,12.762322789062496,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,480,MUS,2015,492.92277687987115,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,480,MUS,2015,62.16751332031261,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,480,MUS,2015,417.99294077049603,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,480,MUS,2015,12.762322789062496,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
752,1,Proportion of degraded mountain land,480,MUS,2018,0.9811226328125,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
753,1,Proportion of degraded mountain land,480,MUS,2018,491.49541252049784,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
754,1,Proportion of degraded mountain land,480,MUS,2018,0.4462417265624999,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,480,MUS,2018,492.92277687987286,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,480,MUS,2018,0.9811226328125,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,480,MUS,2018,491.49541252049784,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,480,MUS,2018,0.4462417265624999,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
780,1,Proportion of degraded mountain land,454,MWI,2015,2.4902610234374998,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Montane,,Region,XXXX
781,1,Proportion of degraded mountain land,454,MWI,2015,310.9298835703115,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Montane,,Region,XXXX
782,1,Proportion of degraded mountain land,454,MWI,2015,13.904004421874998,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Montane,,Region,XXXX
0,1,Proportion of degraded mountain land,454,MWI,2015,327.324149015624,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Montane,,Region,XXXX
783,1,Proportion of degraded mountain land,454,MWI,2015,714.4829947291361,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
784,1,Proportion of degraded mountain land,454,MWI,2015,42667.46686628001,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
785,1,Proportion of degraded mountain land,454,MWI,2015,1324.2457210844364,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
1,1,Proportion of degraded mountain land,454,MWI,2015,44706.195582093584,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,454,MWI,2015,716.9732557525736,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,454,MWI,2015,42978.39674985032,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,454,MWI,2015,1338.1497255063114,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
756,1,Proportion of degraded mountain land,454,MWI,2018,319.1058586093739,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Montane,,Region,XXXX
757,1,Proportion of degraded mountain land,454,MWI,2018,8.218290406249997,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Montane,,Region,XXXX
0,1,Proportion of degraded mountain land,454,MWI,2018,327.3241490156239,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Montane,,Region,XXXX
758,1,Proportion of degraded mountain land,454,MWI,2018,40.439887509375,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
759,1,Proportion of degraded mountain land,454,MWI,2018,44265.18913344293,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
760,1,Proportion of degraded mountain land,454,MWI,2018,400.56656114129856,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
1,1,Proportion of degraded mountain land,454,MWI,2018,44706.195582093605,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,454,MWI,2018,40.439887509375,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,454,MWI,2018,44584.2949920523,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,454,MWI,2018,408.78485154754856,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
787,1,Proportion of degraded mountain land,458,MYS,2015,1.4168432734374998,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Montane,,Region,XXXX
788,1,Proportion of degraded mountain land,458,MYS,2015,82.8372098203126,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Montane,,Region,XXXX
789,1,Proportion of degraded mountain land,458,MYS,2015,0.75564753125,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Montane,,Region,XXXX
0,1,Proportion of degraded mountain land,458,MYS,2015,85.0097006250001,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Montane,,Region,XXXX
790,1,Proportion of degraded mountain land,458,MYS,2015,2303.419721435063,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
791,1,Proportion of degraded mountain land,458,MYS,2015,89664.74621249623,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
792,1,Proportion of degraded mountain land,458,MYS,2015,1979.8141746322613,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
1,1,Proportion of degraded mountain land,458,MYS,2015,93947.98010856356,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,458,MYS,2015,2304.8365647085,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,458,MYS,2015,89747.58342231654,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,458,MYS,2015,1980.5698221635112,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
762,1,Proportion of degraded mountain land,458,MYS,2018,13.696220789062501,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Montane,,Region,XXXX
763,1,Proportion of degraded mountain land,458,MYS,2018,71.31347983593761,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Montane,,Region,XXXX
0,1,Proportion of degraded mountain land,458,MYS,2018,85.00970062500011,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Montane,,Region,XXXX
764,1,Proportion of degraded mountain land,458,MYS,2018,933.6026679057582,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
765,1,Proportion of degraded mountain land,458,MYS,2018,92905.45501797857,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
766,1,Proportion of degraded mountain land,458,MYS,2018,108.92242267968753,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
1,1,Proportion of degraded mountain land,458,MYS,2018,93947.98010856402,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,458,MYS,2018,947.2988886948207,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,458,MYS,2018,92976.76849781451,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
2,1,Proportion of degraded mountain land,458,MYS,2018,108.92242267968753,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
794,1,Proportion of degraded mountain land,175,MYT,2015,47.113186616299004,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
795,1,Proportion of degraded mountain land,175,MYT,2015,0.6486711640624999,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,175,MYT,2015,47.7618577803615,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,175,MYT,2015,47.113186616299004,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,175,MYT,2015,0.6486711640624999,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Total,,Region,XXXX
768,1,Proportion of degraded mountain land,175,MYT,2018,47.761857780361495,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,175,MYT,2018,47.761857780361495,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,175,MYT,2018,47.761857780361495,2015-2018,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
797,1,Proportion of degraded mountain land,516,NAM,2015,37.844309531250005,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Montane,,Region,XXXX
798,1,Proportion of degraded mountain land,516,NAM,2015,7949.908877414333,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Montane,,Region,XXXX
799,1,Proportion of degraded mountain land,516,NAM,2015,525.2160410234385,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Montane,,Region,XXXX
0,1,Proportion of degraded mountain land,516,NAM,2015,8512.96922796902,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Montane,,Region,XXXX
800,1,Proportion of degraded mountain land,516,NAM,2015,742.3754526013175,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Remaining mountain area,,Region,XXXX
801,1,Proportion of degraded mountain land,516,NAM,2015,146812.95251069378,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Remaining mountain area,,Region,XXXX
802,1,Proportion of degraded mountain land,516,NAM,2015,8333.605779303116,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Improving,Remaining mountain area,,Region,XXXX
1,1,Proportion of degraded mountain land,516,NAM,2015,155888.93374259822,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,All,Remaining mountain area,,Region,XXXX
0,1,Proportion of degraded mountain land,516,NAM,2015,780.2197621325676,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Degradation,Total,,Region,XXXX
1,1,Proportion of degraded mountain land,516,NAM,2015,154762.8613881081,2000-2015,Food and Agriculture Organisation of United Nations (FAO),FAO estimate,G,KM2_PA,G,A,Stable,Total,,Region,XXXX
